Dance Company,Date,Latitude,Longitude ,City,Venue ,Production 
Sankai Juku ,01/06/17,48.777449,2.2934309,Sceaux,Les Gemeaux - Scene National De Sceaux ,Meguri 
Sankai Juku ,01/12/17,43.6112422,3.8767337,Montpellier,Opera Berlioz/Le Corum ,Meguri
Sankai Juku ,01/17/17,45.7578137,4.8320114,Lyon ,Maison De La Danse ,Meguri 
Sankai Juku ,01/24/17,45.7774551,3.0819427,Clermont-Ferrand,La Comedie De Clermont-Ferrand,Meguri
Sankai Juku ,01/28/17,46.2528521,6.9478171,Monthey,Theatre Du Crochtan ,Meguri 
Sankai Juku ,01/31/17,46.6789116,7.1027113,Fribourg,Equilibre,Meguri
Sankai Juku ,02/03/17,49.0527528,2.0388736,Cergy-Pontoise,L'Apostrophe,Meguri 
Sankai Juku ,02/08/17,49.1828008,-0.3690815,Caen ,Theatre De Caen ,Meguri 
Sankai Juku ,02/27/17,46.056349,14.5065763,Ljubjana,Cultural and Congress Center,Meguri
Sankai Juku ,03/19/17,33.8829996,130.8749015,Kitakyushu ,Kitakyushu Performing Arts Center,Meguri
Sankai Juku ,07/02/17,35.247154,136.109385,Shiga ,Biwako Hall Center for the Performing Arts,Meguri
Sankai Juku ,07/28/17,25.0375198,121.5636796,Taipei,National Theater,Meguri
Sankai Juku ,10/13/17,43.6434,1.37799,Blagnac,Odyssud,Meguri
Sankai Juku ,10/17/13,43.4017377,3.6941845,Sete,Theatre Moliere,Meguri
Sankai Juku ,10/29/17,41.6934591,44.8014495,Tbilisi,Georgian National Opera Theater,Kinkain & Shonen
Sankai Juku ,11/03/17,3.4319329,-76.5113048,Cali ,Teatro Jorge Isaacs,Tobari 
Sankai Juku ,11/09/17,4.5980772,-74.0761028,Bogota,Teatro Colon,Tobari 
Sankai Juku ,11/12/17,10.4195841,-75.5271224,Cartagena,Teatro Heredia,Utsushi
Sankai Juku ,11/18/17,-0.2201641,-78.5123274,Quito,Teatro Sucre,Utsushi
Sankai Juku ,11/25/17,34.6968642,139.4049033,Tokyo ,The New National Theatre,Meguri 
Sankai Juku ,03/25/18,33.8829996,130.8749015,Kitakyushu ,Kitakyushu Performing Arts Center,Unetsu 
Sankai Juku ,06/01/18,34.6968642,139.4049033,Tokyo ,Setagaya Public Theartre,Unetsu 
Sankai Juku ,06/05/18,34.6968642,139.4049033,Tokyo,Setagaya Public Theartre,Kinkan & Shonen 
Sankai Juku ,09/01/18,49.479236,8.439117,Ludwigshafen,Theater im pfalzbau,Utsuchi
Sankai Juku ,09/04/18,45.886548,11.0452369,Rovereto ,Incontri Internazionali Di Rovereto Association ,Meguri 
Sankai Juku ,10/03/18,31.2253441,121.4888922,Shanghai,Daning Theatre,Tobari 
Sankai Juku ,10/09/18,39.9059631,116.391248,Pekin ,The Central National Song and Dance Troup National Theatre ,Tobari 
Sankai Juku ,03/23/19,33.8829996,130.8749015,Kitakyushu ,Kitakyushu Performing Arts Center,ARC
Sankai Juku ,04/29/19,48.8566101,2.3514992,Paris,Theatre des Champs-Elysees,ARC
Sankai Juku ,05/10/19,43.6589011,6.9239103,Grasse ,Theatre De Grasse ,Utsushi
Sankai Juku ,09/28/19,-5.6457326,-44.3244352,Sao Paulo ,Teatro Alfa ,ARC
Sankai Juku ,10/04/19,34.4221319,-119.7026673,Santa Barbara,The Granada Theatre,Meguri 
Sankai Juku ,10/06/19,34.054935,-118.244476,Los Angeles,Royce Hall ,Meguri 
Sankai Juku ,10/12/19,37.7792808,-122.4192363,San Francisco,Zellerbach Hall ,Meguri 
Sankai Juku ,10/17/19,47.6038321,-122.3300624,Seattle,Meany Hall ,Meguri 
Sankai Juku ,10/22/19,41.6612561,-91.5299106,Iowa City,Hancher Auditorium ,Utsushi 
Sankai Juku ,10/25/19,42.2681569,-83.7312291,Ann Arbor,Power Center ,Meguri 
Sankai Juku ,01/25/20,35.247154,136.109385,Shiga ,"Biwako Hall Center for the Performing Arts, Shiga",ARC
Sankai Juku ,02/23/20,33.8829996,130.8749015,Kitakyushu ,Kitakyushu Performing Arts Center,Hibiki & recreation 
